title,address,floor,fee,management_fee,deposit,gratuity,madori,menseki
東京メトロ半蔵門線 神保町駅 14階建 築17年,東京都千代田区神田小川町３,"
											10階",12.7万円,10000円,12.7万円,12.7万円,1K,26.7m2
東京メトロ半蔵門線 神保町駅 14階建 築17年,東京都千代田区神田小川町３,"
											10階",12.7万円,10000円,12.7万円,12.7万円,1K,26.7m2
東京メトロ半蔵門線 神保町駅 14階建 築17年,東京都千代田区神田小川町３,"
											10階",13万円,10000円,13万円,13万円,1K,27.09m2
東京メトロ半蔵門線 神保町駅 14階建 築17年,東京都千代田区神田小川町３,"
											13階",20.7万円,15000円,20.7万円,20.7万円,1LDK,44.86m2
クオリタス秋葉原,東京都千代田区神田佐久間町４,"
											6階",12.45万円,15000円,-,-,1K,25.3m2
クオリタス秋葉原,東京都千代田区神田佐久間町４,"
											5階",13.9万円,15000円,-,-,1K,30.25m2
クオリタス秋葉原,東京都千代田区神田佐久間町４,"
											9階",14.4万円,15000円,-,-,1K,30.25m2
クオリタス秋葉原,東京都千代田区神田佐久間町４,"
											15階",14.5万円,15000円,-,-,1K,30.25m2
クオリタス秋葉原,東京都千代田区神田佐久間町４,"
											7階",18万円,15000円,-,-,1K,30.25m2
クオリタス秋葉原,東京都千代田区神田佐久間町４,"
											15階",21.9万円,20000円,-,-,1LDK,42.56m2
アーバネックス千代田淡路町,東京都千代田区神田小川町１,"
											4階",14.1万円,15000円,14.1万円,-,1DK,25.13m2
アーバネックス千代田淡路町,東京都千代田区神田小川町１,"
											8階",14.9万円,15000円,14.9万円,-,1DK,25.52m2
アーバネックス千代田淡路町,東京都千代田区神田小川町１,"
											5階",15万円,15000円,15万円,-,1DK,25.52m2
アーバネックス千代田淡路町,東京都千代田区神田小川町１,"
											8階",18.6万円,15000円,18.6万円,-,1LDK,31.96m2
アーバネックス千代田淡路町,東京都千代田区神田小川町１,"
											3階",19.5万円,15000円,19.5万円,-,1LDK,33.16m2
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,"
											8階",14.9万円,15000円,14.9万円,-,1DK,25.52m2
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,"
											5階",15万円,15000円,15万円,-,1DK,25.52m2
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,"
											9階",15万円,15000円,15万円,-,1DK,25.52m2
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,"
											8階",18.6万円,15000円,18.6万円,-,1LDK,31.96m2
東京メトロ銀座線 神田駅 13階建 築2年,東京都千代田区神田小川町１,"
											3階",19.5万円,15000円,19.5万円,-,1LDK,33.16m2
メインステージ神田駅前,東京都千代田区内神田３,"
											7階",9万円,10000円,9万円,9万円,1K,23.64m2
パークキューブ神田,東京都千代田区神田須田町２,"
											5階",14万円,10000円,14万円,14万円,1DK,32.07m2
パークキューブ神田,東京都千代田区神田須田町２,"
											10階",14.5万円,10000円,14.5万円,14.5万円,1DK,32.07m2
ＪＲ山手線 神田駅 14階建 築4年,東京都千代田区内神田３,"
											3階",14.1万円,12000円,-,14.1万円,1K,32.58m2
ＪＲ山手線 神田駅 14階建 築4年,東京都千代田区内神田３,"
											9階",15万円,12000円,-,15万円,1K,32.58m2
ＪＲ山手線 神田駅 14階建 築4年,東京都千代田区内神田３,"
											9階",15.1万円,12000円,-,15.1万円,1K,32.58m2
ＪＲ山手線 神田駅 14階建 築4年,東京都千代田区内神田３,"
											9階",15.1万円,12000円,-,15.1万円,1K,30.21m2
チェスターコート御茶ノ水,東京都千代田区神田小川町３,"
											6階",12.6万円,10000円,12.6万円,12.6万円,1K,27.14m2
チェスターコート御茶ノ水,東京都千代田区神田小川町３,"
											6階",12.6万円,10000円,12.6万円,12.6万円,1K,27.09m2
チェスターコート御茶ノ水,東京都千代田区神田小川町３,"
											11階",12.7万円,10000円,12.7万円,12.7万円,1K,27.26m2
チェスターコート御茶ノ水,東京都千代田区神田小川町３,"
											9階",12.7万円,10000円,12.7万円,12.7万円,1K,27.14m2
チェスターコート御茶ノ水,東京都千代田区神田小川町３,"
											10階",12.7万円,10000円,12.7万円,12.7万円,1K,26.7m2
チェスターコート御茶ノ水,東京都千代田区神田小川町３,"
											10階",13万円,10000円,13万円,13万円,1K,27.09m2
チェスターコート御茶ノ水,東京都千代田区神田小川町３,"
											13階",20.7万円,15000円,20.7万円,20.7万円,1LDK,44.86m2
東京メトロ銀座線 末広町駅 12階建 築22年,東京都千代田区外神田６,"
											11階",8万円,10000円,-,8万円,1K,23.29m2
グランクオール秋葉原,東京都千代田区神田佐久間町３,"
											3階",9万円,5000円,-,9万円,1K,17.52m2
ＪＲ山手線 秋葉原駅 4階建 築3年,東京都千代田区神田佐久間町３,"
											3階",9万円,5000円,-,9万円,1K,17.52m2
プレミアステージ内神田,東京都千代田区内神田２,"
											3階",13.2万円,10000円,13.2万円,13.2万円,ワンルーム,33.08m2
プレミアステージ内神田,東京都千代田区内神田２,"
											9階",15.2万円,10000円,15.2万円,15.2万円,ワンルーム,34.73m2
都営新宿線 岩本町駅 地下1地上12階建 築24年,東京都千代田区岩本町２,"
											6階",8.7万円,6000円,8.7万円,8.7万円,1K,25.39m2
都営新宿線 岩本町駅 地下1地上12階建 築24年,東京都千代田区岩本町２,"
											4階",8.9万円,10000円,8.9万円,8.9万円,1K,28.78m2
都営新宿線 岩本町駅 地下1地上12階建 築24年,東京都千代田区岩本町２,"
											8階",8.9万円,10000円,8.9万円,8.9万円,1K,25.39m2
都営新宿線 岩本町駅 地下1地上12階建 築24年,東京都千代田区岩本町２,"
											8階",8.9万円,10000円,8.9万円,8.9万円,1K,25.39m2
都営新宿線 岩本町駅 地下1地上12階建 築24年,東京都千代田区岩本町２,"
											9階",9.7万円,10000円,-,14.55万円,1K,28.78m2
都営新宿線 岩本町駅 地下1地上12階建 築24年,東京都千代田区岩本町２,"
											11階",10.7万円,5000円,-,-,1K,27.5m2
パークハビオ平河町,東京都千代田区平河町１,"
											2階",13.3万円,10000円,13.3万円,13.3万円,ワンルーム,25.44m2
パークハビオ平河町,東京都千代田区平河町１,"
											9階",14.2万円,10000円,14.2万円,14.2万円,1K,25.44m2
パークハビオ平河町,東京都千代田区平河町１,"
											13階",14.5万円,10000円,14.5万円,14.5万円,1K,25.87m2
パークハビオ平河町,東京都千代田区平河町１,"
											14階",14.7万円,10000円,14.7万円,14.7万円,ワンルーム,25.44m2
カスタリア新御茶ノ水,東京都千代田区神田淡路町２,"
											4階",14.6万円,10000円,14.6万円,14.6万円,1DK,35.4m2
カスタリア新御茶ノ水,東京都千代田区神田淡路町２,"
											8階",15.8万円,10000円,15.8万円,15.8万円,1LDK,37.66m2
XEBEC大手町,東京都千代田区神田錦町１,"
											2階",11.9万円,10000円,-,11.9万円,ワンルーム,25.58m2
XEBEC大手町,東京都千代田区神田錦町１,"
											8階",20万円,8000円,20万円,20万円,1LDK,41.1m2
都営新宿線 岩本町駅 12階建 築18年,東京都千代田区岩本町３,"
											2階",8.8万円,9000円,8.8万円,17.6万円,1K,22.78m2
都営新宿線 岩本町駅 12階建 築18年,東京都千代田区岩本町３,"
											2階",8.8万円,9000円,8.8万円,17.6万円,1K,22.78m2
都営新宿線 岩本町駅 12階建 築18年,東京都千代田区岩本町３,"
											8階",8.9万円,9000円,8.9万円,17.8万円,1K,22.72m2
都営新宿線 岩本町駅 12階建 築18年,東京都千代田区岩本町３,"
											8階",8.9万円,9000円,8.9万円,17.8万円,1K,22.72m2
都営新宿線 岩本町駅 12階建 築18年,東京都千代田区岩本町３,"
											8階",8.9万円,9000円,8.9万円,17.8万円,1K,22.72m2
都営新宿線 岩本町駅 12階建 築18年,東京都千代田区岩本町３,"
											3階",9.1万円,9000円,9.1万円,13.65万円,1K,23m2
都営新宿線 岩本町駅 12階建 築18年,東京都千代田区岩本町３,"
											3階",9.1万円,9000円,9.1万円,18.2万円,1K,23m2
ステューディオ神保町2,東京都千代田区神田神保町１,"
											8階",11.5万円,10000円,11.5万円,11.5万円,1K,26.17m2
ステューディオ神保町2,東京都千代田区神田神保町１,"
											6階",11.8万円,10000円,11.8万円,5.9万円,1K,26.17m2
東京メトロ千代田線 大手町駅 地下1地上13階建 築21年,東京都千代田区神田錦町１,"
											8階",9.9万円,7000円,9.9万円,19.8万円,1K,23.24m2
東京メトロ千代田線 大手町駅 地下1地上13階建 築21年,東京都千代田区神田錦町１,"
											8階",9.9万円,7000円,9.9万円,19.8万円,1K,23.24m2
東京メトロ千代田線 大手町駅 地下1地上13階建 築21年,東京都千代田区神田錦町１,"
											8階",9.9万円,7000円,9.9万円,19.8万円,1K,23.24m2
東京メトロ千代田線 大手町駅 地下1地上13階建 築21年,東京都千代田区神田錦町１,"
											8階",9.9万円,7000円,9.9万円,19.8万円,1K,23.24m2
ザ・パークハビオＳＯＨＯ大手町,東京都千代田区内神田１,"
											3階",13.7万円,20000円,13.7万円,-,ワンルーム,25.25m2
ザ・パークハビオＳＯＨＯ大手町,東京都千代田区内神田１,"
											4階",14.3万円,20000円,14.3万円,-,ワンルーム,25.31m2
ザ・パークハビオＳＯＨＯ大手町,東京都千代田区内神田１,"
											9階",14.9万円,20000円,14.9万円,-,ワンルーム,25.25m2
ザ・パークハビオＳＯＨＯ大手町,東京都千代田区内神田１,"
											7階",19.1万円,20000円,19.1万円,19.1万円,ワンルーム,34.79m2
ザ・パークハビオＳＯＨＯ大手町,東京都千代田区内神田１,"
											12階",19.1万円,20000円,19.1万円,-,ワンルーム,34.79m2
ザ・パークハビオＳＯＨＯ大手町,東京都千代田区内神田１,"
											9階",31.7万円,30000円,31.7万円,31.7万円,1LDK,50.63m2
都営新宿線 岩本町駅 15階建 築18年,東京都千代田区岩本町３,"
											5階",8.9万円,8000円,8.9万円,17.8万円,1K,22.68m2
都営新宿線 岩本町駅 15階建 築18年,東京都千代田区岩本町３,"
											5階",8.9万円,9000円,8.9万円,17.8万円,1K,22.68m2
都営新宿線 岩本町駅 15階建 築18年,東京都千代田区岩本町３,"
											5階",8.9万円,9000円,8.9万円,17.8万円,1K,22.68m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											8階",8.9万円,8500円,-,17.8万円,1K,22.87m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											10階",10万円,12000円,-,10万円,1K,22.77m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											5階",10.5万円,10000円,-,10.5万円,1K,22.77m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											5階",9.9万円,18000円,-,9.9万円,1K,23.01m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											2階",11.7万円,10500円,-,11.7万円,1K,22.77m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											2階",11.7万円,10500円,-,11.7万円,1K,22.77m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											4階",11.8万円,10500円,-,11.8万円,1K,22.77m2
パレステュディオ神田神保町,東京都千代田区神田神保町２,"
											6階",11.9万円,10500円,-,11.9万円,1K,23.01m2
グラーサ三番町,東京都千代田区三番町,"
											2階",12.15万円,8500円,-,12.15万円,ワンルーム,31.13m2
ＪＲ総武線 水道橋駅 7階建 築17年,東京都千代田区神田猿楽町２,"
											2階",12.15万円,10500円,-,12.15万円,1K,22.5m2
ガラ・グランディ大手町,東京都千代田区神田錦町１,"
											8階",9.9万円,7000円,9.9万円,19.8万円,1K,23.24m2
ガラ・グランディ大手町,東京都千代田区神田錦町１,"
											8階",9.9万円,7000円,9.9万円,19.8万円,1K,23.24m2
ガラ・グランディ大手町,東京都千代田区神田錦町１,"
											8階",9.9万円,7000円,9.9万円,19.8万円,1K,23.24m2
ガラ・グランディ大手町,東京都千代田区神田錦町１,"
											8階",9.9万円,9000円,9.9万円,19.8万円,1K,23.24m2
アーバンクリスタル九段下,東京都千代田区神田神保町３,"
											10階",13.4万円,10000円,13.4万円,13.4万円,ワンルーム,35.69m2
アーバンクリスタル九段下,東京都千代田区神田神保町３,"
											4階",14.3万円,10500円,-,14.3万円,ワンルーム,35.69m2
アーバンクリスタル九段下,東京都千代田区神田神保町３,"
											4階",14.3万円,10500円,-,14.3万円,ワンルーム,35.69m2
プレール東神田,東京都千代田区東神田２,"
											5階",8.1万円,12000円,-,8.1万円,1K,22.62m2
プレール東神田,東京都千代田区東神田２,"
											10階",10.3万円,10500円,-,10.3万円,1K,22.59m2
プレール東神田,東京都千代田区東神田２,"
											5階",10.8万円,10500円,-,10.8万円,1K,22.62m2
プレール東神田,東京都千代田区東神田２,"
											11階",10.9万円,10500円,-,10.9万円,1K,22.65m2
ＪＲ山手線 秋葉原駅 11階建 築23年,東京都千代田区東神田２,"
											5階",8.1万円,12000円,-,8.1万円,1K,22.62m2
ＪＲ山手線 秋葉原駅 11階建 築23年,東京都千代田区東神田２,"
											10階",10.3万円,10500円,-,10.3万円,1K,22.59m2
ＪＲ山手線 秋葉原駅 11階建 築23年,東京都千代田区東神田２,"
											5階",10.8万円,10500円,-,10.8万円,1K,22.62m2
ＪＲ山手線 秋葉原駅 11階建 築23年,東京都千代田区東神田２,"
											11階",10.9万円,10500円,-,10.9万円,1K,22.65m2
リバーレ九段南,東京都千代田区九段南３,"
											3階",12.2万円,5000円,12.2万円,-,1DK,29.05m2
リバーレ九段南,東京都千代田区九段南３,"
											3階",14.8万円,5000円,14.8万円,14.8万円,1LDK,35.01m2
